"Taxon","Photo_path"
"Bromus erectus","C3"
"Buddleja davidii","C3"
"Carex flacca","C3"
"Carpinus betulus","C3"
"Castanea sativa","C3"
"Centaurea scabiosa","C3"
"Epilobium angustifolium","C3"
"Chenopodium album","C3"
"Clematis vitalba","C3"
"Cornus sanguinea","C3"
"Corylus avellana","C3"
"Crataegus monogyna","C3"
"Digitalis purpurea","C3"
"Epilobium hirsutum","C3"
"Eriophorum vaginatum","C3"
"Euonymus europaeus","C3"
"Fagus sylvatica","C3"
"Festuca rubra","C3"
"Ficus carica","C3"
"Fraxinus excelsior","C3"
"Fuchsia magellanica","C3"
"Hedera helix","C3"
"Helictotrichon pratense","C3"
"Holcus lanatus","C3"
"Hypericum calycinum","C3"
"Ilex aquifolium","C3"
"Laburnum anagyroides","C3"
"Ligustrum vulgare","C3"
"Malus sylvestris","C3"
"Origanum vulgare","C3"
"Plantago lanceolata","C3"
"Populus nigra","C3"
"Populus tremula","C3"
"Prunus avium","C3"
"Prunus laurocerasus","C3"
"Prunus lusitanica","C3"
"Prunus padus","C3"
"Prunus spinosa","C3"
"Pyrus pyraster","C3"
"Quercus ilex","C3"
"Quercus petraea","C3"
"Quercus robur","C3"
"Rhododendron ponticum","C3"
"Ribes alpinum","C3"
"Ribes nigrum","C3"
"Ribes rubrum","C3"
"RIBES UVA-CRISPA","C3"
"Rosa canina","C3"
"Rubus chamaemorus","C3"
"Rubus vestitus","C3"
"Rubus idaeus","C3"
"Salix alba","C3"
"Salix caprea","C3"
"Sambucus nigra","C3"
"Solanum dulcamara","C3"
"Sorbus aria","C3"
"Sorbus aucuparia","C3"
"Sorbus torminalis","C3"
"Symphoricarpos albus","C3"
"Tilia cordata","C3"
"Tilia x europaea","C3"
"Ulmus glabra","C3"
"Urtica dioica","C3"
"VACCINIUM VITIS-IDAEA","C3"
"Viburnum lantana","C3"
"Viburnum opulus","C3"
"Zea mays","C4"
"Arbutus unedo","C3"
"Aucuba japonica","C3"
"Cornus sanguinea","C3"
"Fraxinus excelsior","C3"
"Hebe x franciscana","C3"
"Hedera helix","C3"
"Hypericum calycinum","C3"
"Ilex aquifolium","C3"
"Ligustrum ovalifolium","C3"
"Prunus laurocerasus","C3"
"Quercus ilex","C3"
"Taxus baccata","C3"
"VACCINIUM VITIS-IDAEA","C3"
"Viburnum opulus","C3"
"Asteraceae","C3"
"Asteraceae","C3"
"Brassicaceae","C3"
"Brassicaceae","C3"
"Fabaceae","C3"
"Lauraceae sixtonia","C3"
"Cyclosorus multilineatus","C3"
"Cyclosorus multilineatus","C3"
"Abarema adenophora","C3"
"Abarema curvicarpa","C3"
"Abarema jupunba","C3"
"Abarema mataybifolia","C3"
"Abarema piresii","C3"
"Abies alba","C3"
"Abies alba","C3"
"Abies alba","C3"
"Abies amabilis","C3"
"Abies amabilis","C3"
"Abies balsamea","C3"
"Abies balsamea","C3"
"Abies concolor","C3"
"Abies fargesii var. faxoniana","C3"
"Abies fraseri","C3"
"Abies grandis","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies lasiocarpa","C3"
"Abies nephrolepis","C3"
"Abies sachalinensis","C3"
"Abies","C3"
"Abies spectabilis","C3"
"Abronia fragrans","C3"
"Abronia fragrans","C3"
"Abrus precatorius","C3"
"Abrus precatorius","C3"
"Abuta grandifolia","C3"
"Abuta rufescens","C3"
"Abuta rufescens","C3"
"Abutilon angulatum","C3"
"Acacia acuminata","C3"
"Acacia alleniana","C3"
"Acacia aneura","C3"
"Acacia aneura","C3"
"Acacia angustissima","C3"
"Acacia angustissima","C3"
"Acacia aroma","C3"
"Acacia auriculiformis","C3"
"Acacia auriculiformis","C3"
"Acacia auriculiformis","C3"
"Acacia auriculiformis","C3"
"Acacia binervata","C3"
"Senegalia bonariensis","C3"
"Acacia brachybotrya","C3"
"Acacia brachystachya","C3"
"Acacia brownii","C3"
"Acacia burkittii","C3"
"Acacia cambagei","C3"
"Acacia cana","C3"
"Acacia catenulata","C3"
"Acacia caven","C3"
"Racosperma celsum","C3"
"Racosperma cheelii","C3"
"Racosperma clivicola","C3"
"Acacia colletioides","C3"
"Acacia colletioides","C3"
"Acacia colletioides","C3"
"Acacia colletioides","C3"
"Vachellia collinsii","C3"
"Vachellia collinsii","C3"
"Acacia concurrens","C3"
"Vachellia cornigera","C3"
"Acacia cultriformis","C3"
"Acacia dealbata","C3"
"Acacia deanei","C3"
"Acacia decora","C3"
"Acacia decora","C3"
"Acacia difficilis","C3"
"Acacia dimidiata","C3"
"Acacia dimidiata","C3"
"Acacia doratoxylon","C3"
"Acacia doratoxylon","C3"
"Acacia doratoxylon","C3"
"Acacia doratoxylon","C3"
"Acacia doratoxylon","C3"
"Acacia elata","C3"
"Vachellia elatior","C3"
"Acacia excelsa","C3"
"Acacia falcata","C3"
"Acacia farnesiana","C3"
"Acacia floribunda","C3"
"Acacia floribunda","C3"
"Acacia floribunda","C3"
"Acacia floribunda","C3"
"Senegalia gilliesii","C3"
"Senegalia gaumeri","C3"
"Senegalia gaumeri","C3"
"Vachellia gerrardii negevensis","C3"
"Acacia glomerosa","C3"
"Acacia gonocarpa","C3"
"Senegalia greggii","C3"
"Senegalia greggii","C3"
"Acacia hakeoides","C3"
"Acacia harpophylla","C3"
"Acacia havilandii","C3"
"Acacia havilandiorum","C3"
"Acacia havilandiorum","C3"
"Acacia havilandiorum","C3"
"Acacia havilandiorum","C3"
"Acacia holosericea","C3"
"Acacia holosericea","C3"
"Acacia homalophylla","C3"
"Acacia huegelii","C3"
"Acacia irrorata","C3"
"Acacia karroo","C3"
"Acacia karroo","C3"
"Acacia karroo","C3"
"Acacia kempeana","C3"
"Acacia koa","C3"
"Acacia lamprocarpa","C3"
"Acacia latescens","C3"
"Acacia ligulata","C3"
"Acacia linearifolia","C3"
"Acacia lineata","C3"
"Acacia littorea","C3"
"Acacia longifolia","C3"
"Acacia longissima","C3"
"Senegalia loretensis","C3"
"Vachellia luederitzii","C3"
"Acacia mangium","C3"
"Vachellia mayana","C3"
"Vachellia melanoceras","C3"
"Acacia melanoxylon","C3"
"Acacia melanoxylon","C3"
"Senegalia mellifera","C3"
"Acacia mimula","C3"
"Acacia mimula","C3"
"Acacia mountfordiae","C3"
"Acacia muelleriana","C3"
"Acacia multisiliqua","C3"
"Senegalia nigrescens","C3"
"Acacia oncinocarpa","C3"
"Acacia oswaldii","C3"
"Acacia oswaldii","C3"
"Acacia oswaldii","C3"
"Acacia oswaldii","C3"
"Acacia paradoxa","C3"
"Acacia penninervis","C3"
"Acacia pennata","C3"
"Acacia pennata","C3"
"Acacia plectocarpa","C3"
"Acacia pruinocarpa","C3"
"Acacia pulchella","C3"
"Acacia pycnantha","C3"
"Acacia rigens","C3"
"Vachellia rigidula","C3"
"Acacia riparia","C3"
"Acacia riparia","C3"
"Acacia robusta","C3"
"Acacia robusta","C3"
"Senegalia robynsiana","C3"
"Acacia rostellifera","C3"
"Acacia senegal","C3"
"Acacia","C3"
"Acacia","C3"
"Acacia","C3"
"Acacia stenophylla","C3"
"Acacia stricta","C3"
"Acacia suaveolens","C3"
"Acacia suaveolens","C3"
"Acacia suaveolens","C3"
"Acacia suaveolens","C3"
"Acacia terminalis","C3"
"Acacia tetragonophylla","C3"
"Acacia tetragonophylla","C3"
"Racosperma tindaleae","C3"
"Acacia tortilis","C3"
"Acacia tortilis","C3"
"Acacia torulosa","C3"
"Acacia trineura","C3"
"Acacia triptera","C3"
"Acacia truncata","C3"
"Acacia ulicifolia","C3"
"Acacia uncinata","C3"
"Acacia verniciflua","C3"
"Acacia verticillata","C3"
"Acacia victoriae","C3"
"Acacia wilhelmiana","C3"
"Acacia wilhelmiana","C3"
"Acacia wilhelmiana","C3"
"Acacia wilhelmiana","C3"
"Acacia wilhelmiana","C3"
"Vachellia xanthophloea","C3"
"Acaena anserinifolia","C3"
"Acaena anserinifolia","C3"
"Acaena anserinifolia","C3"
"ACAENA NOVAE-ZELANDIAE","C3"
"ACAENA NOVAE-ZELANDIAE","C3"
"ACAENA NOVAE-ZELANDIAE","C3"
"Acalypha caturus","C3"
"Acalypha claoxyloides","C3"
"Acalypha indica","C3"
"Acampe pachyglossa","C3"
"Acamptopappus sphaerocephalus","C3"
"Acanthocereus occidentalis","CAM"
"Acanthocereus occidentalis","CAM"
"Amaranthus acanthochiton","C4"
"Eleutherococcus senticosus","C3"
"Eleutherococcus sessiliflorus","C3"
"Acanthopsis disperma","C3"
"Acanthus pallens","C3"
"Acer barbinerve","C3"
"Acer buergerianum","C3"
"Acer campestre","C3"
"Acer campestre","C3"
"Acer campestre","C3"
"Acer campestre","C3"
"Acer campestre","C3"
"Acer circinatum","C3"
"Acer erianthum","C3"
"Acer tataricum subsp. ginnala","C3"
"Acer glabrum","C3"
"Acer saccharum subsp. grandidentatum","C3"
"Acer saccharum subsp. grandidentatum","C3"
"Acer lucidum","C3"
"Acer macrophyllum","C3"
"Acer macrophyllum","C3"
"Acer mandshuricum","C3"
"Acer pictum","C3"
"Acer pictum","C3"
"Acer pictum","C3"
"Acer monspessulanum","C3"
"Acer monspessulanum","C3"
"Acer negundo","C3"
"Acer negundo","C3"
"Acer negundo","C3"
"Acer negundo","C3"
"Acer negundo subsp. interius","C3"
"Acer opalus","C3"
"Acer opalus","C3"
"Acer palmatum","C3"
"Acer palmatum","C3"
"Acer palmatum","C3"
"Acer pensylvanicum","C3"
"Acer pensylvanicum","C3"
"Acer platanoides","C3"
"Acer platanoides","C3"
"Acer platanoides","C3"
"Acer platanoides","C3"
"Acer platanoides","C3"
"Acer pseudoplatanus","C3"
"Acer pseudoplatanus","C3"
"Acer pseudoplatanus","C3"
"Acer pseudoplatanus","C3"
"Acer pseudoplatanus","C3"
"Acer pseudosieboldianum","C3"
"Acer rubrum","C3"
"Acer rubrum","C3"
"Acer rubrum","C3"
"Acer rubrum","C3"
"Acer saccharinum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer saccharum","C3"
"Acer campbellii subsp. sinense","C3"
"Acer","C3"
"Acer spicatum","C3"
"Acer tataricum","C3"
"Acer tegmentosum","C3"
"Acer triflorum","C3"
"Acer truncatum","C3"
"Acer caudatum subsp. ukurundense","C3"
"Orchis anthropophora","C3"
"Orchis anthropophora","C3"
"Aceras","C3"
"Achillea alpina","C3"
"Achillea atrata","C3"
"Achillea asiatica","C3"
"Achillea atrata","C3"
"Aspilia latissima","C3"
"Achillea clavane","C3"
"Achillea clavennae","C3"
"Achillea clusiana","C3"
"Achillea collina","C3"
"Achillea erba","C3"
"Achillea erba","C3"
"Aspilia platyphylla","C3"
"Achillea millefolium","C3"
"Achillea millefolium","C3"
"Achillea millefolium","C3"
"Achillea millefolium","C3"
"Achillea millefolium","C3"
"Achillea collina","C3"
"Achillea millefolium subsp. millefolium","C3"
"Achillea pannonica","C3"
"Aspilia subscandens","C3"
"Aspilia silphioides","C3"
"Achillea collina","C3"
"Achillea millefolium var. millefolium","C3"
"Achillea millefolium","C3"
"Achillea pannonica","C3"
"Aspilia subscandens","C3"
"Aspilia silphioides","C3"
"Achillea millefolium","C3"
"Achillea erba-rotta subsp. moschata","C3"
"Aspilia foliacea","C3"
"Achillea nobilis","C3"
"Achillea seidlii","C3"
"Achillea ptarmica","C3"
"Achillea ptarmica","C3"
"Achillea ptarmica","C3"
"Achillea ptarmicoides","C3"
"Achillea roseo-alba","C3"
"Achillea millefolium","C3"
"Arthropogon piptostachyus","C4"
"Stipa chingii","C4"
"Stipa pekinensis","C3"
"Stipa hookeri","C3"
"Stipa pekinensis","C3"
"Stipa regeliana","C3"
"Stipa sibirica","C3"
"Stipa splendens","C3"
"Stipa splendens","C4"
"Achyranthes aspera","C3"
"Achyranthes aspera","C3"
"Achyranthes bidentata","C3"
"Aciphylla","C3"
"Aciphylla","C3"
"Syzygium ingens","C3"
"Syzygium smithii","C3"
"Geum rossii","C3"
"Geum rossii","C3"
"Aconitum alboviolaceum","C3"
"Aconitum kusnezoffii","C3"
"Aconitum napellus","C3"
"Aconitum napellus","C3"
"Aconitum napellus","C3"
"Aconitum paniculigerum var. wulingense","C3"
"Aconitum sinomontanum","C3"
"Acorus calamus","C3"
"Acorus calamus","C3"
"Acorus calamus","C3"
"Acosmium dasycarpum","C3"
"Acosmium dasicarpa","C3"
"Acosmium dasycarpum","C3"
"Acrachne racemosa","C3"
"Acrachne racemosa","C4"
"Acrachne racemosa","C4"
"Acroceras macrum","C3"
"Acroglochin persicarioides","C3"
"Acrostichum aureum","C3"
"Actaea asiatica","C3"
"Actaea spicata","C3"
"Actaea spicata","C3"
"Actaea spicata","C3"
"Actinidia chinensis","C3"
"Actinidia chinensis","C3"
"Actinidia polygama","C3"
"Adelobotrys scandens","C3"
"Adenanthera pavonina","C3"
"Adenanthos cygnorum","C3"
"Adenanthos cygnorum","C3"
"Adenia pechuelii","CAM"
"Adenolobus pechuelii","C3"
"Adenophora divaricata","C3"
"Adenophora elata","C3"
"Adenophora gmelinii","C3"
"Adenophora gmelinii","C3"
"Adenophora polyantha","C3"
"Adenophora stenanthina","C3"
"Adenophora stenophylla","C3"
"Adenophora stenophylla","C3"
"Adenophora triphylla","C3"
"Adenosma glutinosum","C3"
"Adenosma caeruleum","C3"
"Adenostoma fasciculatum","C3"
"Adenostoma fasciculatum","C3"
"Adenostoma fasciculatum","C3"
"Adenostoma fasciculatum","C3"
"Adenostoma fasciculatum","C3"
"Adenostoma sparsifolium","C3"
"Adesmia","C3"
"Adesmia","C3"
"Adesmia spinosissima","C3"
"ADIANTUM CAPILLUS-VENERIS","C3"
"ADIANTUM CAPILLUS-VENERIS","C3"
"Adiantum flabellulatum","C3"
"Adiantum flabellulatum","C3"
"Adiantum latifolium","C3"
"Adiantum obliquum","C3"
"Adiantum pedatum","C3"
"Apodytes dimidiata","C3"
"Adonis annua","C3"
"Adonis annua","C3"
"Adonis annua","C3"
"Adoxa moschatellina","C3"
"Adoxa moschatellina","C3"
"Adoxa moschatellina","C3"
"Adpdytes dimidiata","C3"
"Aechmea bracteata","CAM"
"Aechmea bracteata","CAM"
"Aechmea bromeliifolia","CAM"
"Aechmea tillandsioides","CAM"
"Aegialitis annulata","C3"
"Aegiceras corniculatum","C3"
"Aegilops geniculata","C3"
"Aegilops geniculata","C3"
"Aegilops neglecta","C3"
"Aegilops spelta","C3"
"Aegilops triuncialis","C3"
"Aegiphila costaricensis","C3"
"Aegiphila falcata","C3"
"Aegiphila integrifolia","C3"
"Aegiphila lhotzkiana","C3"
"Aegiphila lhotzkiana","C3"
"Aegiphila panamensis","C3"
"Aegopodium podagraria","C3"
"Aegopodium podagraria","C3"
"Aegopodium podagraria","C3"
"Aegopogon cenchroides","C4"
"Aellenia auricula","C4"
"Aellenia auricula","C4"
"Aellenia auricula","C4"
"Aellenia autranii","C4"
"Aellenia","C4"
"Aellenia glauca","C4"
"Aellenia glauca","C4"
"Aellenia glauca","C4"
"Halothamnus hierochunticus","C4"
"Halothamnus iliensis","C4"
"Halothamnus lancifolius","C4"
"Halothamnus lancifolius","CAM"
"Halothamnus lancifolius","C4"
"Halothamnus subaphyllus","C4"
"Aeluropus lagopoides","C4"
"Aeluropus littoralis","C4"
"Aeluropus littoralis","C3"
"Aeluropus littoralis","C4"
"Aeluropus littoralis","C3"
"Aeluropus littoralis","C4"
"Aeluropus littoralis","C4"
"Aeluropus littoralis","C4"
"Aerva javanica","C4"
"Aerva javanica","C4"
"Aerva javanica var. bovei","C4"
"Aerva javanica var. bovei","C4"
"Aeschynomene indica","C3"
"Aesculus californica","C3"
"Aesculus californica","C3"
"Aesculus hippocastanum","C3"
"Aethusa cynapium","C3"
"Aethusa cynapium","C3"
"Aethusa cynapium","C3"
"Aextoxicon punctatum","C3"
"Aextoxicon punctatum","C3"
"Afzelia quanzensis","C3"
"Agapanthus praecox","C3"
"Agapanthus praecox","C3"
"Agapanthus praecox","C3"
"Agastache foeniculum","C3"
"Agastache foeniculum","C3"
"Agathis borneensis","C3"
"Agathophora alopecuroides","C4"
"Agave americana","CAM"
"Agave vivipara","CAM"
"Agave vivipara","CAM"
"Agave ortgiesiana","CAM"
"Agave ortgiesiana","CAM"
"Agave deserti","CAM"
"Agave salmiana var. ferox","CAM"
"Agave filifera","CAM"
"Agave fourcroydes","CAM"
"Agave lechuguilla","CAM"
"Agave mitis","CAM"
"Agave salmiana","CAM"
"Agave shawii","CAM"
"Agave sisalana","CAM"
"Agave","C3"
"Agave tequilana","CAM"
"Agave utahensis","CAM"
"Agave weberi","CAM"
"Ageratum conyzoides","C3"
"Ageratum conyzoides","C3"
"Agoseris glauca","C3"
"Agrimonia eupatoria","C3"
"Agrimonia eupatoria","C3"
"Agrimonia eupatoria","C3"
"Agrimonia pilosa","C3"
"Agrimonia procera","C3"
"Agrimonia procera","C3"
"Agrimonia procera","C3"
"Agriophyllum squarrosum","C3"
"Agriophyllum squarrosum","C4"
"Agriophyllum latifolium","C3"
"Agriophyllum minus","C3"
"Agriophyllum squarrosum","C4"
"Agriophyllum squarrosum","C3"
"Elymus albicans","C3"
"Elymus albicans","C3"
"Elymus caninus","C3"
"Agropyron cristatum","C3"
"Agropyron cristatum","C3"
"Agropyron cristatum","C4"
"Elymus lanceolatus","C3"
"Elymus lanceolatus","C3"
"Agropyron desertorum","C3"
"Elymus hispidus","C3"
"Elymus hispidus","C3"
"Elymus farctus","C3"
"Agropyron michnoi","C3"
"Agropyron mongolicum","C3"
"Elymus pungens","C3"
"Elymus repens","C3"
"Elymus repens","C3"
"Elymus repens","C3"
"Elymus scabrus","C3"
"Elymus scabrus","C3"
"Elymus plurinervis","C3"
"Elymus smithii","C3"
"Agropyron","C3"
"Elymus spicatus","C3"
"Elymus spicatus","C3"
"Elymus trachycaulus","C3"
"Agrostemma githago","C3"
"Agrostemma githago","C3"
"Agrostemma githago","C3"
"Agrostis agrostiflora","C3"
"Agrostis exarata","C3"
"Poa nemoralis","C3"
"Agrostis alpina","C3"
"Agrostis avenacea","C3"
"Agrostis avenacea","C3"
"Agrostis bacillata","C3"
"Agrostis canina","C3"
"Agrostis canina","C3"
"Agrostis canina","C3"
"Agrostis capillaris","C3"
"Agrostis capillaris","C3"
"Agrostis capillaris","C3"
"Agrostis capillaris","C4"
"Agrostis capillaris","C3"
"Agrostis castellana","C3"
"Agrostis castellana","C3"
"Agrostis castellana","C3"
"Agrostis clavata","C3"
"Agrostis clavata","C3"
"Agrostis curtisii","C3"
"Agrostis curtisii","C3"
"Agrostis curtisii","C3"
"Agrostis exarata","C3"
"Agrostis hyemalis","C3"
"Agrostis gigantea","C3"
"Agrostis gigantea","C3"
"Agrostis gigantea","C3"
"Agrostis lachnantha","C3"
"Agrostis macrathera","C3"
"Agrostis mertensii","C3"
"Agrostis mertensii","C3"
"Agrostis divaricatissima","C3"
"Agrostis montevidensis","C3"
"Agrostis foliata","C3"
"Agrostis stolonifera","C3"
"Agrostis stolonifera","C3"
"Agrostis stolonifera","C3"
"Agrostis pourretii","C3"
"Agrostis rupestris","C3"
"Agrostis scabra","C3"
"Agrostis scabra","C3"
"Agrostis scabra","C3"
"Agrostis schleicheri","C3"
"Agrostis agrostiflora","C3"
"Agrostis agrostiflora","C3"
"Agrostis stolonifera","C3"
"Agrostis stolonifera","C3"
"Agrostis stolonifera","C3"
"Agrostis stolonifera","C3"
"Agrostis stolonifera","C3"
"Agrostis stolonifera","C3"
"Agrostis gigantea","C3"
"Agrostis stolonifera","C3"
"Agrostis gigantea","C3"
"Agrostis stolonifera","C3"
"Agrostis stolonifera","C3"
"Agrostis canina","C3"
"Agrostis subpatens","C3"
"Agrostis capillaris","C3"
"Agrostis capillaris","C3"
"Agrostis capillaris","C3"
"Agrostis tolucensis","C3"
"Agrostis vinealis","C3"
"Chrysopogon zizanioides","C3"
"Agrostis vinealis","C3"
"Agrostis vinealis","C3"
"Agrostis vinealis","C3"
"Ailanthus altissima","C3"
"Ailanthus altissima","C3"
"Ailanthus altissima","C3"
"Aira caryophyllea","C3"
"Aira caryophyllea","C3"
"Aira caryophyllea","C3"
"Aira praecox","C3"
"Aira praecox","C3"
"Aira praecox","C3"
"Aizoanthemum galenioides","C3"
"Aizoon canariense","C3"
"Ajuga chamaepitys","C3"
"Ajuga chamaepitys","C3"
"Ajuga chamaepitys","C3"
"Ajuga ciliata","C3"
"Ajuga multiflora","C3"
"Ajuga pyramidalis","C3"
"Ajuga pyramidalis","C3"
"Ajuga pyramidalis","C3"
"Ajuga reptans","C3"
"Ajuga reptans","C3"
"Ajuga reptans","C3"
"Albizia adianthifolia","C3"
"Albizia adianthifolia","C3"
"Albizia antunesiana","C3"
"Albizia chinensis","C3"
"Albizia guachapele","C3"
"Albizia niopoides","C3"
"Albizia odoratissima","C3"
"Albizia tomentosa","C3"
"Alchemilla acutiloba","C3"
"Alchemilla acutiloba","C3"
"Alchemilla acutiloba","C3"
"Alchemilla alpina","C3"
"Alchemilla alpina","C3"
"Alchemilla alpina","C3"
"Alchemilla conjuncta","C3"
"Alchemilla conjuncta","C3"
"Alchemilla conjuncta","C3"
"Alchemilla conjuncta","C3"
"Alchemilla conjuncta","C3"
"Alchemilla filicaulis","C3"
"Alchemilla filicaulis","C3"
"Alchemilla filicaulis","C3"
"Alchemilla fissa","C3"
"Alchemilla fissa","C3"
"Alchemilla fallax","C3"
"Alchemilla fissa","C3"
"Alchemilla incisa","C3"
"Alchemilla fissa","C3"
"Alchemilla fissa","C3"
"Alchemilla glabra","C3"
"Alchemilla glabra","C3"
"Alchemilla glabra","C3"
"Alchemilla glaucescens","C3"
"Alchemilla glaucescens","C3"
"Alchemilla glaucescens","C3"
"Alchemilla glomerulans","C3"
"Alchemilla glomerulans","C3"
"Alchemilla glomerulans","C3"
"Alchemilla incisa","C3"
"Alchemilla incisa","C3"
"Alchemilla incisa","C3"
"Alchemilla colorata","C3"
"Alchemilla hybrida","C3"
"Alchemilla flabellata","C3"
"Alchemilla hybrida","C3"
"Alchemilla filicaulis","C3"
"Alchemilla filicaulis","C3"
"Alchemilla filicaulis","C3"
"Alchemilla mollis","C3"
"Alchemilla monticola","C3"
"Alchemilla monticola","C3"
"Alchemilla monticola","C3"
"Alchemilla pentaphyllea","C3"
"Alchemilla pinnata","C3"
"Alchemilla propinqua","C3"
"Alchemilla splendens","C3"
"Alchemilla subcrenata","C3"
"Alchemilla subcrenata","C3"
"Alchemilla subcrenata","C3"
"Alchemilla subglobosa","C3"
"Alchemilla versipila","C3"
"Lachemilla verticillata","C3"
"Lachemilla verticillata","C3"
"Alchemilla xanthochlora","C3"
"Alchemilla acutiloba","C3"
"Alchemilla xanthochlora","C3"
"Alchemilla connivens","C3"
"Alchemilla coriacea","C3"
"Alchemilla crinita","C3"
"Alchemilla decumbens","C3"
"Alchemilla demissa","C3"
"Alchemilla effusa","C3"
"Alchemilla glomerulans","C3"
"Alchemilla inconcinna","C3"
"Alchemilla monticola","C3"
"Alchemilla obtusa","C3"
"Alchemilla reniformis","C3"
"Alchemilla xanthochlora","C3"
"Alchemilla sinuata","C3"
"Alchemilla straminea","C3"
"Alchemilla strigosula","C3"
"Alchemilla subcrenata","C3"
"Alchemilla tenuis","C3"
"Alchemilla tirolensis","C3"
"Alchemilla trunciloba","C3"
"Alchemilla versipila","C3"
"Alchemilla xanthochlora","C3"
"Alchemilla wichurae","C3"
"Alchemilla wichurae","C3"
"Alchemilla wichurae","C3"
"Alchemilla xanthochlora","C3"
"Alchemilla xanthochlora","C3"
"Alchemilla xanthochlora","C3"
"Alchornea latifolia","C3"
"Alchornea trewioides","C3"
"Alchornea trewioides","C3"
"Alectryon oleifolius","C3"
"Alepis flavida","C3"
"Alexa grandiflora","C3"
"Alhagi maurorum","C3"
"Alibertia edulis","C3"
"Alisma gramineum","C3"
"Alisma gramineum","C3"
"Alisma gramineum","C3"
"Alisma lanceolatum","C3"
"Alisma lanceolatum","C3"
"Alisma lanceolatum","C3"
"ALISMA PLANTAGO-AQUATICA","C3"
"ALISMA PLANTAGO-AQUATICA","C3"
"ALISMA PLANTAGO-AQUATICA","C3"
"Alisma triviale","C3"
"Allagoptera arenaria","C3"
"Allenrolfea occidentalis","C3"
"Alliaria petiolata","C3"
"Alliaria petiolata","C3"
"Alliaria petiolata","C3"
"Allionia choisyi","C4"
"Allionia incarnata","C4"
"Allionia incarnata","C4"
"Allium anisopodium","C3"
"Allium bidentatum","C3"
"Allium carinatum","C3"
"Allium carinatum","C3"
"Allium carinatum","C3"
"Allium cepa","C3"
"Allium chiwui","C3"
"Allium condensatum","C3"
"Allium eduardii","C3"
"Allium ledebourianum","C3"
"Allium longistylum","C3"
"Allium macrostemon","C3"
"Allium neapolitanum","C3"
"Allium neapolitanum","C3"
"Allium neapolitanum","C3"
"Allium neriniflorum","C3"
"Allium angulosum","C3"
"Allium angulosum","C3"
"Allium oleraceum","C3"
"Allium oleraceum","C3"
"Allium oleraceum","C3"
"Allium polyrhizum","C3"
"Allium polyrhizum","C3"
"Allium ramosum","C3"
